match_weight,match_probability,source_dataset_l,source_dataset_r,uid_l,uid_r,state_l,state_r,gamma_state,city_l,city_r,gamma_city,zip5_l,zip5_r,gamma_zip5,name_l,name_r,gamma_name,address_l,address_r,gamma_address,rank_within_left,match_key,ensemble_score,hybrid_score
8.988852972884597,0.9980355921632855,A,B,A_210,B_210,FL,FL,1.0,NEW PORT RICHEY,NEW PORT RICHEY,1.0,34652,,0.0,GRIFFIN PARK FLOOD ABATEMENT,GRIFFIN PARK FLOOD ABATEMENT PROJECT,3.0,,,4.0,1,,1.0,0.9990177960816428
8.988852972884597,0.9980355921632855,A,B,A_846,B_846,CA,CA,1.0,SAN CLEMENTE,SAN CLEMENTE,1.0,92672,,0.0,CAMINO VERA CRUZ RECYCLED WATER LINE EXTENSION REBID,CAMINO VERA CRUZ RECYCLED WATER LINE EXTENSION,3.0,,,4.0,1,,1.0,0.9990177960816428
8.988852972884597,0.9980355921632855,A,B,A_693,B_693,FL,FL,1.0,VERO BEACH,VERO BEACH,1.0,32967,,0.0,HOBART PARK BASEBALL FIELD IMPROVEMENTS REBID,HOBART PARK BASEBALL FIELD IMPROVEMENTS,3.0,,,4.0,1,,1.0,0.9990177960816428
8.688679430637757,0.9975823378019729,A,B,A_389,B_389,HI,HI,1.0,HONOLULU,HONOLULU,1.0,96814,,0.0,BLAISDELL CENTER REDEVELOPMENT ARENA SEWER REHABILITATION,BLAISDELL CENTER REDEVELOPMENT ARENA SEWER REHABILITATION,4.0,,,4.0,1,,1.0,0.9987911689009865
8.688679430637757,0.9975823378019729,A,B,A_679,B_679,TX,TX,1.0,HARLINGEN,HARLINGEN,1.0,78550,,0.0,GBE COMMERCIAL OFFICES,GBE COMMERCIAL OFFICES,4.0,,,4.0,1,,1.0,0.9987911689009865
8.688679430637757,0.9975823378019729,A,B,A_731,B_731,ON,ON,1.0,FORT ERIE,FORT ERIE,1.0,226,,0.0,GIBSON CENTRE EXPANSION PROJECT,GIBSON CENTRE EXPANSION PROJECT,4.0,,,4.0,1,,1.0,0.9987911689009865
8.688679430637757,0.9975823378019729,A,B,A_613,B_613,ON,ON,1.0,THUNDER BAY,THUNDER BAY,1.0,7,,0.0,DRIVEWAY REPLACEMENTS PICTON/WALKOVER,DRIVEWAY REPLACEMENTS PICTON/WALKOVER,4.0,,,4.0,1,,1.0,0.9987911689009865
8.688679430637757,0.9975823378019729,A,B,A_739,B_739,NV,NV,1.0,GERLACH,GERLACH,1.0,89412,,0.0,GERLACH WASTEWATER EXPANSION PROJECT,GERLACH WASTEWATER EXPANSION PROJECT,4.0,,,4.0,1,,1.0,0.9987911689009865
8.688679430637757,0.9975823378019729,A,B,A_963,B_963,MS,MS,1.0,GULFPORT,GULFPORT,1.0,39501,,0.0,ISIAH FREDERICKS BALLFIELD RENOVATIONS,ISIAH FREDERICKS BALLFIELD RENOVATIONS,4.0,,,4.0,1,,1.0,0.9987911689009865
8.688679430637757,0.9975823378019729,A,B,A_266,B_266,FL,FL,1.0,ST. PETERSBURG,ST. PETERSBURG,1.0,33702,,0.0,RUTLAND PLAZA ACCESS ROAD IMPROVEMENTS,RUTLAND PLAZA ACCESS ROAD IMPROVEMENTS,4.0,,,4.0,1,,1.0,0.9987911689009865
8.688679430637757,0.9975823378019729,A,B,A_188,B_188,NJ,NJ,1.0,TOMS RIVER,TOMS RIVER,1.0,08753,,0.0,PUMP STATION NO. 9 FORCE MAIN REPLACEMENT,PUMP STATION NO. 9 FORCE MAIN REPLACEMENT,4.0,,,4.0,1,,1.0,0.9987911689009865
8.688679430637757,0.9975823378019729,A,B,A_251,B_251,FL,FL,1.0,DUNEDIN,DUNEDIN,1.0,34698,,0.0,PATRICIA AVENUE WATER MAIN REPLACEMENT,PATRICIA AVENUE WATER MAIN REPLACEMENT,4.0,,,4.0,1,,1.0,0.9987911689009865
8.688679430637757,0.9975823378019729,A,B,A_330,B_330,FL,FL,1.0,FORT MYERS BEACH,FORT MYERS BEACH,1.0,33931,,0.0,LYNN HALL MEMORIAL PARK RESTROOM AND SITE IMPROVEMENTS,LYNN HALL MEMORIAL PARK RESTROOM AND SITE IMPROVEMENTS,4.0,,,4.0,1,,1.0,0.9987911689009865
8.688679430637757,0.9975823378019729,A,B,A_277,B_277,ON,ON,1.0,PEMBROKE,PEMBROKE,1.0,8,,0.0,CONCRETE WORKS - 2025,CONCRETE WORKS - 2025,4.0,,,4.0,1,,1.0,0.9987911689009865
8.688679430637757,0.9975823378019729,A,B,A_502,B_502,AB,AB,1.0,FORT MCMURRAY,FORT MCMURRAY,1.0,946,,0.0,FATHER MERCREDI SITE REMEDIATION,FATHER MERCREDI SITE REMEDIATION,4.0,,,4.0,1,,1.0,0.9987911689009865
7.802986427573264,0.9955421374232053,A,B,A_131,B_131,FL,FL,1.0,GULF BREEZE,GULF BREEZE,1.0,32561,,0.0,UNDERGROUND UTILITY CONVERSION - NEIGHBORHOOD COLLECTORS,UNDERGROUND UTILITY CONVERSION - NEIGHBORHOOD COLLECTORS - CITY OF GULF BREEZE,2.0,,,4.0,1,,1.0,0.9977710687116026
7.802986427573264,0.9955421374232053,A,B,A_888,B_888,AK,AK,1.0,ATQASUK,ATQASUK,1.0,99503,,0.0,AREA WIDE SEWAGE LAGOON UPGRADES DUPLICATE REPORT,AREA WIDE SEWAGE LAGOON UPGRADES,2.0,,,4.0,1,,1.0,0.9977710687116026
7.802986427573264,0.9955421374232053,A,B,A_48,B_48,HI,HI,1.0,HONOLULU,HONOLULU,1.0,96843,,0.0,SERVICE LATERAL REPLACEMENTS,SERVICE LATERAL REPLACEMENTS IN PALOLO AREA,2.0,,,4.0,1,,1.0,0.9977710687116026
7.802986427573264,0.9955421374232053,A,B,A_281,B_281,CT,CT,1.0,MILFORD,MILFORD,1.0,06460,,0.0,SEA SHELL RESIDENCES APARTMENT BUILDING,SEA SHELL RESIDENCES,2.0,,,4.0,1,,1.0,0.9977710687116026
20.435998436287218,0.9999992950615924,A,B,A_68,B_68,MN,MN,1.0,ORR,ORR,1.0,55771,55771,1.0,BOIS FORTE SO 3 PHASE 2 DNR OFFICE BUILDING,BOIS FORTE - SO 3 PH 2 DNR OFFICE BUILDING,3.0,,,4.0,1,,0.985449570948887,0.9927244330052396
8.988852972884597,0.9980355921632855,A,B,A_37,B_37,FL,FL,1.0,PEMBROKE PINES,PEMBROKE PINES,1.0,33026,,0.0,"PEDIATRIC ASSOCIATES - PEMBROKE PINES, FL",PEDIATRIC ASSOCIATES / PEMBROKE PINES,3.0,,,4.0,1,,0.9768339768339769,0.9874347844986312
7.802986427573264,0.9955421374232053,A,B,A_955,B_955,TX,TX,1.0,LAREDO,LAREDO,1.0,78045,,0.0,BRENNAN II AT PINNACLE INDUSTRIAL CENTER WAREHOUSE SHELL,BRENNAN II / PINNACLE INDUSTRIAL CENTER WAREHOUSE SHELL,2.0,,,4.0,1,,0.9774568074568074,0.9864994724400064
8.988852972884597,0.9980355921632855,A,B,A_555,B_555,FL,FL,1.0,PANAMA CITY BEACH,PANAMA CITY BEACH,1.0,32407,,0.0,LYNDELL CONFERENCE CENTER RESTROOM & LOBBY RENOVATION,LYNDELL CONFERENCE CENTER RESTROOM AND LOBBY RENOVATION,3.0,,,4.0,1,,0.9721569411547573,0.9850962666590214
19.250131890975883,0.9999983962665641,A,B,A_134,B_134,OK,OK,1.0,TAHLEQUAH,TAHLEQUAH,1.0,74464,74464,1.0,REASOR'S 902 REMODEL TAHLEQUAH OK REBID,REASOR'S #902 REMODEL - TAHLEQUAH,2.0,,,4.0,1,,0.9663865546218486,0.9831924754442063
7.802986427573264,0.9955421374232053,A,B,A_47,B_47,FL,FL,1.0,FERNANDINA BEACH,FERNANDINA BEACH,1.0,32034,,0.0,AMELIA WATERFRONT PARK PAVILION AND RESTROOMS CONSTRUCTION,AMELIA RIVER WATERFRONT PARK PAVILION AND RESTROOMS CONSTRUCTION,2.0,,,4.0,1,,0.9678195048511206,0.9816808211371629
4.6196191632188786,0.9609123259929564,A,B,A_723,B_723,FL,FL,1.0,MIAMI,MIAMI,1.0,33136,,0.0,GALLERY AT RIVERWALK APARTMENTS-RETAIL-PARKING GARAGE,GALLERY AT RIVERWALK,1.0,,,4.0,1,,1.0,0.9804561629964782
7.802986427573264,0.9955421374232053,A,B,A_187,B_187,FL,FL,1.0,PEMBROKE PINES,PEMBROKE PINES,1.0,33024,,0.0,"TACO BELL #21409 (PEMBROKE PINES, FL)",TACO BELL #21409 / PEMBROKE PINES,2.0,,,4.0,1,,0.9604395604395602,0.9779908489313828
20.435998436287218,0.9999992950615924,A,B,A_15,B_15,AB,AB,1.0,CALGARY,CALGARY,1.0,2,2,1.0,SHEPARD WASTE MANAGEMENT FACILITY CELL - CONSTRUCTION,SHEPARD WASTE MANAGEMENT FACILITY CELL 14 EAST CONSTRUCTION,3.0,,,4.0,1,,0.9529904418825035,0.9764948684720479
7.802986427573264,0.9955421374232053,A,B,A_458,B_458,UT,UT,1.0,AMERICAN FORK,AMERICAN FORK,1.0,84003,,0.0,TIMPANOGOS SPECIAL SERVICE DISTRICT WWTP PACKAGE B,TIMPANOGOS SPECIAL SERVICE DISTRICT - PACKAGE B - SITE SECURITY SYSTEM,2.0,,,4.0,1,,0.9558173784977907,0.975679757960498
7.802986427573264,0.9955421374232053,A,B,A_979,B_979,HI,HI,1.0,HONOLULU,HONOLULU,1.0,96818,,0.0,SALT LAKE ELEMENTARY SCHOOL CAFETERIA STAGE IMPROVEMENTS,SALT LAKE ELEMENTARY SCHOOL - CAFETERIA IMPROVEMENTS,2.0,,,4.0,1,,0.9428679163973284,0.9692050269102668
7.802986427573264,0.9955421374232053,A,B,A_269,B_269,CA,CA,1.0,SAN CLEMENTE,SAN CLEMENTE,1.0,92672,,0.0,HOTEL CLEMENTE AND LORETTA'S RESTAURANT,HOTEL CLEMENTE / LORETTAS RESTAURANT,2.0,,,4.0,1,,0.937142857142857,0.9663424972830312
20.435998436287218,0.9999992950615924,A,B,A_881,B_881,WV,WV,1.0,FAYETTEVILLE,FAYETTEVILLE,1.0,25840,25840,1.0,PARKING LOT MILLING PAVING AND STRIPING RESURFACE,"PARKING LOT MILLING, PAVING, AND STRIPING SERVICES",3.0,,,4.0,1,,0.9316888045540797,0.965844049807836
19.250131890975883,0.9999983962665641,A,B,A_775,B_775,IA,IA,1.0,MARSHALLTOWN,MARSHALLTOWN,1.0,50158,50158,1.0,MAIN STREET PAVING RECONSTRUCTION,MAIN STREET RECONSTRUCTION,2.0,,,4.0,1,,0.9267328449434306,0.9633656206049973
7.802986427573264,0.9955421374232053,A,B,A_699,B_699,CA,CA,1.0,INDIO,INDIO,1.0,92203,,0.0,SHADOW HILLS HIGH SCHOOL PHASE 2 - WRESTLING BUILDING REBID,SHADOW HILLS HIGH SCHOOL - PHASE 2 WRESTLING ROOM BUILDING,2.0,,,4.0,1,,0.9305019305019304,0.9630220339625679
7.802986427573264,0.9955421374232053,A,B,A_484,B_484,FL,FL,1.0,NEW PORT RICHEY,NEW PORT RICHEY,1.0,34652,,0.0,CLARIFIER 1 MAIN GEAR DRIVE,CLARIFIER #1 MAIN GEARBOX,2.0,,,4.0,1,,0.9254658385093169,0.9605039879662611
16.0667646266215,0.9999854314748834,A,B,A_729,B_729,PA,PA,1.0,LEWISBURG,LEWISBURG,1.0,17837,17837,1.0,UNION COUNTY BRIDGE NO 3 REPAIR PROJECT,UNION COUNTY BRIDGE NO. 3 REPAIRS: T-522 (HARBERSON ROAD) OVER WHITE DEER CREEK,1.0,,,4.0,1,,0.9152941176470589,0.9576397745609712
16.0667646266215,0.9999854314748834,A,B,A_410,B_410,TX,TX,1.0,WALLER,WALLER,1.0,77484,77484,1.0,WATER DISTRIBUTION SANITARY SEWER DRAINAGE & PAVING,"WATER DISTRIBUTION, SANITARY SEWER AND DRAINAGE FACILITIES TO SERVE MEADOWS AT I",1.0,,,4.0,1,,0.9091438555620268,0.9545646435184552
16.0667646266215,0.9999854314748834,A,B,A_778,B_778,TX,TX,1.0,WALLER,WALLER,1.0,77484,77484,1.0,WATER SANITARY DRAINAGE AND PAVING FACILITIES,"WATER, SANITARY, AND PAVING FACILITIES IN STONECREEK ESTATES SECTION 13",1.0,,,4.0,1,,0.9064493267186392,0.9532173790967613
16.0667646266215,0.9999854314748834,A,B,A_392,B_778,TX,TX,1.0,WALLER,WALLER,1.0,77484,77484,1.0,WATER SANITARY DRAINAGE AND PAVING FACILITIES,"WATER, SANITARY, AND PAVING FACILITIES IN STONECREEK ESTATES SECTION 13",1.0,,,4.0,1,,0.9064493267186392,0.9532173790967613
7.802986427573264,0.9955421374232053,A,B,A_406,B_406,TX,TX,1.0,SOUTH PADRE ISLAND,SOUTH PADRE ISLAND,1.0,78597,,0.0,BUBBA GUMP SHRIMP RESTAURANT,BUBBA GUMP SHRIMP CO RESTAURANT / SOUTH PADRE ISLAND,2.0,,,4.0,1,,0.9081632653061225,0.9518527013646638
7.802986427573264,0.9955421374232053,A,B,A_264,B_264,CA,CA,1.0,SANTA CLARITA,SANTA CLARITA,1.0,91390,,0.0,LARC RANCH WATER PIPELINE & ONSITE PUMP STATION,LARC RANCH WATER PIPELINE PROJECT,2.0,,,4.0,1,,0.8983050847457625,0.9469236110844839
4.6196191632188786,0.9609123259929564,A,B,A_521,B_521,ON,ON,1.0,THOROLD,THOROLD,1.0,2,,0.0,THOROLD MUSEUM AND CULTURAL CENTRE,THOROLD HISTORICAL MUSEUM AND CULTURAL CENTRE,1.0,,,4.0,1,,0.9243697478991596,0.942641036946058
19.250131890975883,0.9999983962665641,A,B,A_51,B_51,NH,NH,1.0,BRENTWOOD,BRENTWOOD,1.0,03833,03833,1.0,WASTEWATER TREATMENT FACILITY IMPROVEMENTS,WASTEWATER TREATMENT FACILITY (WWTF) UPGRADES,2.0,,,4.0,1,,0.8823529411764708,0.9411756687215174
7.802986427573264,0.9955421374232053,A,B,A_790,B_790,ON,ON,1.0,THOROLD,THOROLD,1.0,2,,0.0,LAKEVIEW CEMETERY MAUSOLEUM,LAKEVIEW CEMETERY NEW MAUSOLEUM - T1,2.0,,,4.0,1,,0.873015873015873,0.9342790052195391
16.0667646266215,0.9999854314748834,A,B,A_365,B_365,TX,TX,1.0,DAYTON,DAYTON,1.0,77535,77535,1.0,CONSTRUCTION OF WATER AND SANITARY FACILITIES,"CONSTRUCTION OF THE WATER, SANITARY SEWER, DRAINAGE FACILITIES, DETENTION FACILI",1.0,,,4.0,1,,0.8450502152080345,0.9225178233414589
16.0667646266215,0.9999854314748834,A,B,A_20,B_20,ON,ON,1.0,THUNDER BAY,THUNDER BAY,1.0,,,1.0,WATERFRONT DISTRICT PARKADE STRUCTURAL UPGRADES,WATERFRONT PARKING GARAGE STRUCTURAL UPGRADES,1.0,,,4.0,1,,0.839192546583851,0.9195889890293671
16.0667646266215,0.9999854314748834,A,B,A_570,B_570,ON,ON,1.0,ORANGEVILLE,ORANGEVILLE,1.0,9,9,1.0,TOWNLINE & BROADWAY INTERSECTION & CULVERTS REPLACEMENT,TOWNLINE AND BROADWAY INTERSECTION IMPROVEMENTS AND TOWNLINE OVERFLOW CULVERTS R,1.0,,,4.0,1,,0.82527664531159,0.9126310383932367
16.0667646266215,0.9999854314748834,A,B,A_82,B_82,NJ,NJ,1.0,RIVER VALE,RIVER VALE,1.0,07675,07675,1.0,2025 PAVING PROGRAM,2025 ROAD RESURFACING PROGRAM,1.0,,,4.0,1,,0.8235294117647058,0.9117574216197946
8.988852972884597,0.9980355921632855,A,B,A_843,B_843,FL,FL,1.0,ORLANDO,ORLANDO,1.0,32821,32168,0.0,C-10 CANAL BANK RESTORATION,C-10 CANAL BANK RESTORATION PROJECT,3.0,,,4.0,1,,0.8235294117647058,0.9107825019639957
8.988852972884597,0.9980355921632855,A,B,A_480,B_480,WI,WI,1.0,MADISON,MADISON,1.0,53715,53523,0.0,HAWTHORNE COURT RECONSTRUCTION,HAWTHORNE COURT RECONSTRUCTION - 2026,3.0,,,4.0,1,,0.8235294117647058,0.9107825019639957
8.988852972884597,0.9980355921632855,A,B,A_35,B_35,TX,TX,1.0,VICTORIA,VICTORIA,1.0,77904,77995,0.0,BURLINGTON VICTORIA'S RETAIL VILLAGE TENANT INTERIOR,BURLINGTON VICTORIA'S RETAIL VILLAGE TENANT INTERIOR PACKAGE,3.0,,,4.0,1,,0.8235294117647058,0.9107825019639957
8.988852972884597,0.9980355921632855,A,B,A_897,B_897,SD,SD,1.0,LEAD,LEAD,1.0,57754,82701,0.0,DEADWOOD WATER SUPPLY LINE REPLACEMENT PROJECT,DEADWOOD WATER SUPPLY LINE REPLACEMENT,3.0,,,4.0,1,,0.8235294117647058,0.9107825019639957
8.988852972884597,0.9980355921632855,A,B,A_864,B_864,OR,OR,1.0,HILLSBORO,HILLSBORO,1.0,97124,97048,0.0,HILLSBORO AIRPORT RUNWAY AND TAXIWAY SEALS REBID,HILLSBORO AIRPORT RUNWAY AND TAXIWAY SEALS,3.0,,,4.0,1,,0.8235294117647058,0.9107825019639957
8.988852972884597,0.9980355921632855,A,B,A_595,B_595,TX,TX,1.0,PORT ARTHUR,PORT ARTHUR,1.0,77640,77630,0.0,9TH AVENUE PAVEMENT IMPROVEMENT,9TH AVENUE PAVEMENT IMPROVEMENT PROJECT,3.0,,,4.0,1,,0.8235294117647058,0.9107825019639957
8.988852972884597,0.9980355921632855,A,B,A_744,B_744,FL,FL,1.0,NICEVILLE,NICEVILLE,1.0,32578,36477,0.0,VALPARAISO BLVD DRAINAGE IMPROVEMENTS - COMPLETED,VALPARAISO BLVD DRAINAGE IMPROVEMENTS,3.0,,,4.0,1,,0.8235294117647058,0.9107825019639957
8.988852972884597,0.9980355921632855,A,B,A_980,B_980,TX,TX,1.0,LUFKIN,LUFKIN,1.0,75901,75845,0.0,7 BREW - LUFKIN TX,7 BREW - LUFKIN,3.0,,,4.0,1,,0.8235294117647058,0.9107825019639957
8.988852972884597,0.9980355921632855,A,B,A_598,B_598,OK,OK,1.0,BETHANY,BETHANY,1.0,73008,73742,0.0,RIPPER PARK SWIMMING POOL RENOVATIONS PHASE 2,RIPPER PARK SWIMMING POOL RENOVATIONS PHASE 2B,3.0,,,4.0,1,,0.8235294117647058,0.9107825019639957
8.988852972884597,0.9980355921632855,A,B,A_972,B_972,UT,UT,1.0,PARK CITY,PARK CITY,1.0,84060,84037,0.0,HOMESTAKE ROAD RECONSTRUCTION REBID,HOMESTAKE ROAD RECONSTRUCTION,3.0,,,4.0,1,,0.8235294117647058,0.9107825019639957
8.688679430637757,0.9975823378019729,A,B,A_106,B_106,WA,WA,1.0,PULLMAN,PULLMAN,1.0,99163,83855,0.0,DECANT FACILITY,DECANT FACILITY,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_875,B_875,OR,OR,1.0,EUGENE,EUGENE,1.0,97401,97405,0.0,WEST 5TH AVENUE & SENECA ROAD WATER QUALITY IMPROVEMENTS,WEST 5TH AVENUE & SENECA ROAD WATER QUALITY IMPROVEMENTS,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_554,B_554,WI,WI,1.0,DELAVAN,DELAVAN,1.0,53115,53523,0.0,DELAVAN PUBLIC LIBRARY ADDITION AND RENOVATION,DELAVAN PUBLIC LIBRARY ADDITION AND RENOVATION,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_687,B_687,TN,TN,1.0,MEMPHIS,MEMPHIS,1.0,38126,38116,0.0,GREEN LEAF ORGANIC MARKET + DELI,GREEN LEAF ORGANIC MARKET + DELI,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_721,B_721,ON,ON,1.0,ST THOMAS,ST THOMAS,1.0,5,0,0.0,TECHNOLOGY TRAIL CONSTRUCTION,TECHNOLOGY TRAIL CONSTRUCTION,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_604,B_604,TX,TX,1.0,LUBBOCK,LUBBOCK,1.0,79410,79041,0.0,TEXAS TECH UNIVERSITY PLANT GENOME LAB RENOVATION,TEXAS TECH UNIVERSITY PLANT GENOME LAB RENOVATION,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_138,B_138,NH,NH,1.0,NEWMARKET,NEWMARKET,1.0,03857,03833,0.0,SEPTAGE RECEIVING UPGRADE PHASE 1,SEPTAGE RECEIVING UPGRADE PHASE 1,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_959,B_959,AZ,AZ,1.0,MESA,MESA,1.0,85212,85138,0.0,GATEWAY COMMERCE CENTER II,GATEWAY COMMERCE CENTER II,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_956,B_956,AB,AB,1.0,MEDICINE HAT,MEDICINE HAT,1.0,1,0,0.0,ST. FRANCIS XAVIER REPLACEMENT SCHOOL,ST. FRANCIS XAVIER REPLACEMENT SCHOOL,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_299,B_299,NC,NC,1.0,CAMP LEJEUNE,CAMP LEJEUNE,1.0,28547,28562,0.0,LANDFILL CLOSURE PHASE III,LANDFILL CLOSURE PHASE III,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_359,B_359,ON,ON,1.0,BRADFORD,BRADFORD,1.0,3,9,0.0,HOLY TRINITY CATHOLIC HIGH SCHOOL ADDITION,HOLY TRINITY CATHOLIC HIGH SCHOOL ADDITION,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_315,B_315,VT,VT,1.0,WATERBURY,WATERBURY,1.0,05676,05443,0.0,LITTLE RIVER STATE PARK ENTRANCE ROAD DRAINAGE IMPROVEMENTS,LITTLE RIVER STATE PARK ENTRANCE ROAD DRAINAGE IMPROVEMENTS,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_353,B_353,ON,ON,1.0,COBOURG,COBOURG,1.0,9,0,0.0,WELCOME INTERSECTION IMPROVEMENTS,WELCOME INTERSECTION IMPROVEMENTS,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_443,B_443,TX,TX,1.0,EL PASO,EL PASO,1.0,79912,88021,0.0,MESA HILLS II MULTIFAMILY NEW CONSTRUCTION,MESA HILLS II MULTIFAMILY NEW CONSTRUCTION,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_231,B_231,TX,TX,1.0,LUBBOCK,LUBBOCK,1.0,79411,79041,0.0,CDBG - MINOR REHAB,CDBG - MINOR REHAB,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_245,B_245,NY,NY,1.0,LAKE PLACID,LAKE PLACID,1.0,12946,12852,0.0,MT VAN HOEVENBERG SLIDING TRACK MODERNIZATION,MT VAN HOEVENBERG SLIDING TRACK MODERNIZATION,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_89,B_89,TN,TN,1.0,KNOXVILLE,KNOXVILLE,1.0,37921,37912,0.0,SOUTH KNOX MINI-BASIN 40F3 WATER AND WASTEWATER UPGRADES,SOUTH KNOX MINI-BASIN 40F3 WATER AND WASTEWATER UPGRADES,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_26,B_26,ON,ON,1.0,OSHAWA,OSHAWA,1.0,171,0,0.0,KINSMEN CIVIC MEMORIAL STADIUM REDEVELOPMENT,KINSMEN CIVIC MEMORIAL STADIUM REDEVELOPMENT,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
8.688679430637757,0.9975823378019729,A,B,A_422,B_422,WA,WA,1.0,YAKIMA,YAKIMA,1.0,98901,98848,0.0,YTC 872 MOV PARKING REPAIR,YTC 872 MOV PARKING REPAIR,4.0,,,4.0,1,,0.8235294117647058,0.9105558747833393
